title,price,property_type,location,publication_date,link,city
Villa a  sfax,650000.0,Villa,Cite El Menzah,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376524,Cite El Menzah
Appartement s2 à man,235000.0,Appartement,El Manar 2,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3351651,El Manar 2
Occasion de terrain magi,63000.0,Terrain,Ezzahra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376523,Ezzahra
Un investissement  au bord de,1155000.0,Autre,Ezzahra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376517,Ezzahra
Appartement a kram centre vil,800.0,Appartement,Le Kram,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376516,Le Kram
830 mètre carré au cap bon,1411000.0,Autre,Hammam El Gheza,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376514,Hammam El Gheza
Appartement a kram tunis,1300.0,Appartement,Le Kram,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376511,Le Kram
Appartement les voil,785000.0,Appartement,Hammamet,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3349954,Hammamet
Appart borj el baccouche,600.0,Appartement,Borj El Baccouc,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376508,Borj El Baccouc
Appartement s2 meublé ce,600.0,Appartement,Sfax,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376385,Sfax
Bureau h4 au lac3,2500.0,Autre,Le Kram,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376505,Le Kram
Immeuble 4200 m très hau,84000.0,Autre,Charguia 2,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3014891,Charguia 2
Un terrain a dar allouch,90000.0,Terrain,Dar Allouche,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376501,Dar Allouche
Immeuble au 2éme positio,1700000.0,Autre,Sousse Khezama,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3251083,Sousse Khezama
Spacieux appartement,220000.0,Appartement,Hedi Chaker,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3289904,Hedi Chaker
S3 mansoura plage étage,250.0,Appartement,Kelibia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3223035,Kelibia
Immeuble bureautique th,65000.0,Autre,Mutuelle Ville,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3358343,Mutuelle Ville
Appartement s4 luxueux c,3500.0,Appartement,Cite Ennasr 2,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376493,Cite Ennasr 2
Terrain a kerkouane avec faça,960000.0,Terrain,Kerkouane,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376491,Kerkouane
Appart s3 alisier à borj,250000.0,Appartement,Borj Cedria,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376488,Borj Cedria
Meilleur  terrain a dar allou,920000.0,Terrain,Dar Allouche,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376487,Dar Allouche
Appartement a hay el wahat,950.0,Appartement,Ain Zaghouan,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374987,Ain Zaghouan
Appartement a ariana  centre,580.0,Appartement,Ariana,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375697,Ariana
Offre a kelibia de 780 mètre,1950000.0,Autre,Kelibia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376486,Kelibia
Appartement a nasser 2,950.0,Appartement,Cite El Khadra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375700,Cite El Khadra
S plus 2 cite lwa7at,340000.0,Autre,El Aouina,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3342966,El Aouina
Riadh andalos bo terrain qui,580000.0,Terrain,Riadh Landlous,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3186268,Riadh Landlous
Hammamet nord zone touristiqu,612000.0,Autre,Hammamet,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3341940,Hammamet
Une belle opportunité d,63000.0,Autre,Dar Allouche,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376480,Dar Allouche
Etage de villa vue mer e,3500.0,Villa,Salambo,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3354017,Salambo
Appartement s1 avec gran,298000.0,Appartement,Sidi Daoud,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376478,Sidi Daoud
Etage de villa beïda,130000.0,Villa,Mornaguia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376477,Mornaguia
Bureau avec terrasse vue,2400.0,Autre,Berge Du Lac,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375701,Berge Du Lac
Bureau à la marsa ref rc,1100.0,Autre,Cite Du Stade,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3355198,Cite Du Stade
Terrain approuvé cloturé,420000.0,Terrain,Chatt Meriem,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3315059,Chatt Meriem
Superbe villa sur 02 niv,870000.0,Villa,Khezama Ouest,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3084394,Khezama Ouest
Occasion de terrain de 1 hect,315000.0,Terrain,Ezzahra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376476,Ezzahra
Occasion de 1 hectare au,315000.0,Autre,Ezzahra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376475,Ezzahra
Villa claudia à bize,280000.0,Villa,Bizerte,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3356106,Bizerte
Terrain touristique a el haou,970000.0,Terrain,El Haouaria,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376473,El Haouaria
Dépot zone industrie,1800000.0,Autre,La Mannouba,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3349638,La Mannouba
Ferme badira à zagho,750000.0,Autre,Zaghouan,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3356752,Zaghouan
Terrain touristique écologiqu,90000.0,Terrain,Hammam El Gheza,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376472,Hammam El Gheza
Appart s3 romaiss à borj,240000.0,Appartement,Borj Cedria,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376467,Borj Cedria
Appartement ghofran,250000.0,Appartement,Nabeul,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3307051,Nabeul
Maison clemmie,1600.0,Maison,Hammamet,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3307135,Hammamet
Appartement stella,1000.0,Appartement,Hammamet,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3282247,Hammamet
S2 paula à zarzouna,100000.0,Appartement,Bizerte,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3356729,Bizerte
Étage de villa s 3 manze,1500.0,Villa,El Menzah 7,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374481,El Menzah 7
Investissement touristiq,90000.0,Autre,Hammam El Gheza,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376466,Hammam El Gheza
Deux terrains 828m et 84,264960.0,Terrain,Chatt Meriem,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3251398,Chatt Meriem
Un s2 jamais habité à ja,2300.0,Appartement,Jardins de Cart,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372322,Jardins de Cart
S3 cité el wahatt,1700.0,Appartement,El Aouina,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376263,El Aouina
Bureau h6  au lac2,9500.0,Autre,Berge Du Lac,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376464,Berge Du Lac
2500 mètre carré pour investi,1250000.0,Autre,Tamazrat,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376463,Tamazrat
Investissez dans des terrains,1690000.0,Terrain,Hammam Jebli,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376462,Hammam Jebli
Appartement a manzah 8,450.0,Appartement,El Menzah 9,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375702,El Menzah 9
Terrain collectif de 100,63000.0,Terrain,Hammam El Gheza,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376458,Hammam El Gheza
Terrain cafe vtn049,180000.0,Terrain,Somaa,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376457,Somaa
Appartement a manzah 1,170000.0,Appartement,El Menzah 1,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376001,El Menzah 1
Locale commercial a charguia,1250.0,Autre,Bab Souika,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376003,Bab Souika
Terrain ital vtn037,350000.0,Terrain,Somaa,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376456,Somaa
Meilleur investissement au ca,795000.0,Autre,Ezzahra,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376455,Ezzahra
Occasion de terrain magique a,1819000.0,Terrain,Hammam El Gheza,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376454,Hammam El Gheza
Villa manuella à mongil,800000.0,Villa,Rades Mongil,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376453,Rades Mongil
Terrain pour investir au,90000.0,Terrain,Kelibia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376450,Kelibia
Terrain agricole de 2350 mètr,1410000.0,Terrain,Kerkouane,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376449,Kerkouane
Etage de villa a la marsa tun,1000.0,Villa,Cite El Khalil,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376006,Cite El Khalil
Occasion de 853 mètre carré a,2132500.0,Autre,Kelibia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376447,Kelibia
Terrain tanja vtn036,550000.0,Terrain,Somaa,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376446,Somaa
Meilleur offre dans un e,63000.0,Autre,Kelibia,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376445,Kelibia
Bureau 3 piece  au l,2070.0,Autre,Le Kram,20/01/2025,DetailsAnnonceImmobilier.asp?cod_ann=3371907,Le Kram
